crop_id,split,image_file,flight_id,frame_num,line_num,cls,xc,yc,w,h
test_152_14790_3,test,152_14790_jpg.rf.ee1ffd1b3c6155b0fb3edf1a37bb8cbb.jpg,152,14790,3,0,0.46435546875,0.472900390625,0.02734375,0.02783203125
test_152_14820_3,test,152_14820_jpg.rf.9304483aa26c85fff6b047aa01675c5d.jpg,152,14820,3,0,0.435546875,0.4453125,0.0263671875,0.029296875
test_152_14880_1,test,152_14880_jpg.rf.1dba5247f701beddb2fbd624db81b131.jpg,152,14880,1,0,0.376220703125,0.388916015625,0.02783203125,0.02978515625
test_152_14910_1,test,152_14910_jpg.rf.18b9474b286a06825c47c220eb595d2e.jpg,152,14910,1,0,0.421875,0.317138671875,0.02734375,0.03173828125
test_162_7530_8,test,162_7530_jpg.rf.99a63c6307a76f628150d1c85d55e8e6.jpg,162,7530,8,0,0.37646484375,0.3232421875,0.0302734375,0.021484375
test_162_7558_8,test,162_7558_jpg.rf.ed63f1b901fe1b4abdb1a15c171d50c3.jpg,162,7558,8,0,0.371337890625,0.3890185546875,0.02978515625,0.0224609375
test_163_6203_4,test,163_6203_jpg.rf.c4d8e27412aa9437bbd94ea0b0f3c430.jpg,163,6203,4,0,0.1165478515625,0.7593701171875,0.0322802734375,0.0225146484375
test_163_6265_1,test,163_6265_jpg.rf.a40573f495e4bf6d5533843b291c459a.jpg,163,6265,1,0,0.39794921875,0.742431640625,0.04296875,0.03369140625
test_163_6365_5,test,163_6365_jpg.rf.4476adfe712481fd8a3ee52acb02197c.jpg,163,6365,5,0,0.386962890625,0.629150390625,0.02685546875,0.02978515625
test_163_6385_5,test,163_6385_jpg.rf.0cafdae11c8d87c9a5bd4e20db8c5fd3.jpg,163,6385,5,0,0.386962890625,0.58251953125,0.02685546875,0.02734375
test_163_6431_5,test,163_6431_jpg.rf.cf8190da298e4b9f4bbf178dec89628c.jpg,163,6431,5,0,0.37353515625,0.464599609375,0.02734375,0.02978515625
test_163_6505_1,test,163_6505_jpg.rf.23ca76949f5992fc1efc9e8340f5e317.jpg,163,6505,1,0,0.33642578125,0.29052734375,0.0244140625,0.03125
test_163_7662_7,test,163_7662_jpg.rf.e2dcbe90fa30e24f8b449adbae502b3e.jpg,163,7662,7,0,0.5189501953125,0.7727392578125,0.0261865234375,0.0308349609375
test_261_28590_0,test,261_28590_jpg.rf.a0e62afe19b4fe391b0ff72a0e611597.jpg,261,28590,0,2,0.388427734375,0.49267578125,0.02978515625,0.0234375
test_261_28599_0,test,261_28599_jpg.rf.593453bb62bf4a47263793a5e2d9918f.jpg,261,28599,0,2,0.381103515625,0.505859375,0.02880859375,0.0224609375
test_261_28699_0,test,261_28699_jpg.rf.794f86d0136af00244ac2640086ddda8.jpg,261,28699,0,2,0.29296875,0.67138671875,0.0341796875,0.0341796875
test_262_7530_0,test,262_7530_jpg.rf.ffa7e96c6a05f28fb5677baecfd1ab20.jpg,262,7530,0,2,0.353759765625,0.303955078125,0.02880859375,0.02880859375
test_262_7628_0,test,262_7628_jpg.rf.976595a067f8a77325cb1bfd796da7c9.jpg,262,7628,0,2,0.34765625,0.44140625,0.029296875,0.0283203125
test_262_8155_0,test,262_8155_jpg.rf.fc5befdc4a02753cdfa4c51959ff6029.jpg,262,8155,0,2,0.595947265625,0.66845703125,0.02197265625,0.0244140625
test_263_17050_0,test,263_17050_jpg.rf.40a8604100702c80027d120e1174d07f.jpg,263,17050,0,2,0.3525390625,0.227783203125,0.0322265625,0.02685546875
test_263_17050_3,test,263_17050_jpg.rf.40a8604100702c80027d120e1174d07f.jpg,263,17050,3,2,0.3427734375,0.27001953125,0.0341796875,0.029296875
test_263_17130_0,test,263_17130_jpg.rf.3df7bacb75bc1a87423964032ba660f2.jpg,263,17130,0,2,0.404541015625,0.329833984375,0.02978515625,0.02783203125
test_263_17446_0,test,263_17446_jpg.rf.15cf9a23362fbfd79d7501f4c1d6ad0d.jpg,263,17446,0,2,0.3564453125,0.781494140625,0.0302734375,0.02587890625
test_263_9060_1,test,263_9060_jpg.rf.7e8d3b52fbee93b71ffae59cce9e78d5.jpg,263,9060,1,2,0.658447265625,0.556884765625,0.02490234375,0.02099609375
test_264_26040_0,test,264_26040_jpg.rf.72422690a0ff4e863063cf0c67f15bcb.jpg,264,26040,0,2,0.5322265625,0.45947265625,0.0322265625,0.0380859375
test_264_26100_0,test,264_26100_jpg.rf.e0914f9efd7997024a96a482cacbc743.jpg,264,26100,0,2,0.515380859375,0.55517578125,0.02978515625,0.02734375
test_264_28451_0,test,264_28451_jpg.rf.1ec3adee506aa45c8bf4770f65c8570f.jpg,264,28451,0,2,0.260986328125,0.845458984375,0.02587890625,0.02685546875
test_265_4710_1,test,265_4710_jpg.rf.ba1763f441da846f9f0a988bb950778c.jpg,265,4710,1,2,0.4326171875,0.8779296875,0.03125,0.03125
test_265_4740_0,test,265_4740_jpg.rf.0ee5ff85b0c9287fe3f77b618a4d510d.jpg,265,4740,0,2,0.46923828125,0.7314453125,0.0283203125,0.0361328125
test_266_8640_0,test,266_8640_jpg.rf.074acad9216cf12c85b236925feedc48.jpg,266,8640,0,2,0.72998046875,0.248291015625,0.02734375,0.02880859375
test_266_8670_0,test,266_8670_jpg.rf.a29cfd9fe50a26d1b7274e622bb94da0.jpg,266,8670,0,2,0.688720703125,0.24853515625,0.02783203125,0.0302734375
test_266_8940_0,test,266_8940_jpg.rf.1d04453af865c8dcf891b40cbc9012bf.jpg,266,8940,0,2,0.2958984375,0.2548828125,0.0341796875,0.0341796875
test_276_2070_1,test,276_2070_jpg.rf.6e32f339350c61a4adbc9dbc8edf144b.jpg,276,2070,1,1,0.2724609375,0.775390625,0.0341796875,0.0224609375
test_276_2073_1,test,276_2073_jpg.rf.bd6f4c66fa59110978f35020a7af3167.jpg,276,2073,1,1,0.247314453125,0.759765625,0.03662109375,0.0224609375
test_276_2139_1,test,276_2139_jpg.rf.a00d992e9a052c6026df913aa5e16d45.jpg,276,2139,1,1,0.172119140625,0.703857421875,0.02978515625,0.02392578125
test_276_5341_5,test,276_5341_jpg.rf.db8d860c379ccf57b3a9619c4c4d51ad.jpg,276,5341,5,1,0.2802734375,0.2470703125,0.02734375,0.0166015625
test_276_5533_0,test,276_5533_jpg.rf.659d288109d86401d6efeaf52162965a.jpg,276,5533,0,1,0.212890625,0.35791015625,0.01953125,0.0498046875
test_276_5846_0,test,276_5846_jpg.rf.0a955ac033627445b0975d0914a9413d.jpg,276,5846,0,1,0.464111328125,0.261962890625,0.02294921875,0.03271484375
test_276_5907_1,test,276_5907_jpg.rf.41778b0f161a26720a2bd617ed08934e.jpg,276,5907,1,1,0.187255859375,0.4072265625,0.02392578125,0.033203125
test_276_6217_2,test,276_6217_jpg.rf.b5ddf837697b98403cae3f813d9ffe28.jpg,276,6217,2,1,0.589599609375,0.34814453125,0.03369140625,0.0390625
test_276_6267_5,test,276_6267_jpg.rf.3d9e6841b4cebb3be1714297c719764e.jpg,276,6267,5,1,0.705810546875,0.256591796875,0.02685546875,0.02685546875
test_276_6280_2,test,276_6280_jpg.rf.4a3bbe496da62f4fb1b06b842375cd2b.jpg,276,6280,2,1,0.8359375,0.30859375,0.02734375,0.021484375
test_276_6300_2,test,276_6300_jpg.rf.ae5e4f3072d778cd29b60732f9e9cda3.jpg,276,6300,2,1,0.826171875,0.311767578125,0.0224609375,0.02783203125
test_276_6300_3,test,276_6300_jpg.rf.ae5e4f3072d778cd29b60732f9e9cda3.jpg,276,6300,3,1,0.745361328125,0.281494140625,0.02783203125,0.02587890625
test_276_6300_4,test,276_6300_jpg.rf.ae5e4f3072d778cd29b60732f9e9cda3.jpg,276,6300,4,1,0.723388671875,0.23046875,0.02392578125,0.0302734375
test_276_6317_3,test,276_6317_jpg.rf.6b33c5ee2c0bd6c993d50c9b8e4c497d.jpg,276,6317,3,1,0.744384765625,0.243896484375,0.02392578125,0.03076171875
test_276_9587_0,test,276_9587_jpg.rf.6e4d7a9da8b2ce40dea17106f3b30a64.jpg,276,9587,0,1,0.180517578125,0.8869580078125,0.0344677734375,0.027822265625
test_277_4396_0,test,277_4396_jpg.rf.46e15a905229c6cc39ed940d94f43a57.jpg,277,4396,0,1,0.2490234375,0.69189453125,0.0263671875,0.01953125
test_277_4424_1,test,277_4424_jpg.rf.2024ad4e7e29c12145d80af0dd9e4631.jpg,277,4424,1,1,0.552978515625,0.67431640625,0.02880859375,0.025390625
test_277_4426_0,test,277_4426_jpg.rf.b6eb0b3182a0a6da372e98a1a434c498.jpg,277,4426,0,1,0.20751953125,0.6630859375,0.03125,0.0185546875
test_277_4426_1,test,277_4426_jpg.rf.b6eb0b3182a0a6da372e98a1a434c498.jpg,277,4426,1,1,0.55029296875,0.6728515625,0.02734375,0.0244140625
test_277_4696_0,test,277_4696_jpg.rf.7e64682566c0dbaa215eb5fbd5627f73.jpg,277,4696,0,1,0.181884765625,0.43115234375,0.02783203125,0.025390625
test_277_6631_1,test,277_6631_jpg.rf.aa2a3870cdda45463f1f1174cbd69722.jpg,277,6631,1,1,0.693603515625,0.3671875,0.06689453125,0.0302734375
test_277_6666_0,test,277_6666_jpg.rf.dd1dd0caefa1b6edca1bb2d01d2dbaca.jpg,277,6666,0,1,0.76171875,0.406005859375,0.0595703125,0.02587890625
test_277_6816_0,test,277_6816_jpg.rf.4827a391ea11a7eaaaf2680b303da69e.jpg,277,6816,0,1,0.839111328125,0.4814453125,0.02783203125,0.0263671875
test_277_9265_1,test,277_9265_jpg.rf.6689ef3d92c9e0d4c5d33dca5404a7e9.jpg,277,9265,1,1,0.559326171875,0.214111328125,0.02587890625,0.01806640625
test_277_9518_8,test,277_9518_jpg.rf.aff0fbab04e01f73a1228941a202f6dd.jpg,277,9518,8,1,0.298583984375,0.306640625,0.02880859375,0.0205078125
test_277_9788_7,test,277_9788_jpg.rf.472a5911b80e649d86211fad6946ba16.jpg,277,9788,7,1,0.097900390625,0.62890625,0.03271484375,0.0234375
test_277_9990_3,test,277_9990_jpg.rf.ddbc8805b9dd1cc1d8bb2ab0f5e4a62c.jpg,277,9990,3,1,0.0556640625,0.949462890625,0.033203125,0.01513671875
test_278_5224_0,test,278_5224_jpg.rf.1a73cd63b0f25e44768912067f688211.jpg,278,5224,0,1,0.28564453125,0.630126953125,0.0283203125,0.02685546875
test_278_5527_0,test,278_5527_jpg.rf.84fc658d5d5f048bf0f6425b3da16606.jpg,278,5527,0,1,0.183349609375,0.2744140625,0.02099609375,0.0244140625
test_278_5700_0,test,278_5700_jpg.rf.67c1797145ea6015db2af4d2b139ecfe.jpg,278,5700,0,1,0.3798828125,0.359619140625,0.0283203125,0.02099609375
test_278_5729_3,test,278_5729_jpg.rf.0000b481bfecf1a1d96921750e129a28.jpg,278,5729,3,1,0.2041015625,0.477294921875,0.0244140625,0.01513671875
test_279_3769_1,test,279_3769_jpg.rf.d142fe62e9236253a3a7fbccdca07f6f.jpg,279,3769,1,1,0.8193359375,0.787353515625,0.0263671875,0.01904296875
test_279_3772_2,test,279_3772_jpg.rf.218af43ffddd38f810ad53c1959bc14c.jpg,279,3772,2,1,0.816162109375,0.784912109375,0.02685546875,0.01904296875
test_279_3777_2,test,279_3777_jpg.rf.ddb3261371b022ea5880c74813f75118.jpg,279,3777,2,1,0.81005859375,0.781494140625,0.025390625,0.01904296875
test_279_4170_2,test,279_4170_jpg.rf.9e1f72fc8a49644f8cd33ec94956c72b.jpg,279,4170,2,1,0.33740234375,0.472412109375,0.0244140625,0.02001953125
test_279_4200_3,test,279_4200_jpg.rf.f4959b213c731dca70c17df90251684b.jpg,279,4200,3,1,0.386962890625,0.485595703125,0.02490234375,0.01904296875
test_279_4200_6,test,279_4200_jpg.rf.f4959b213c731dca70c17df90251684b.jpg,279,4200,6,1,0.46826171875,0.530517578125,0.0224609375,0.04248046875
test_279_4247_0,test,279_4247_jpg.rf.1e6820c0afe12d4959dce39103ee381c.jpg,279,4247,0,1,0.1787109375,0.3837890625,0.017578125,0.02734375
test_279_4320_2,test,279_4320_jpg.rf.31dfbdc8f5c745b8d4f400abf23a358f.jpg,279,4320,2,1,0.2646484375,0.375732421875,0.0234375,0.03662109375
test_279_4338_1,test,279_4338_jpg.rf.b9ea688db0bee39ac0e5f4c020ecc1a9.jpg,279,4338,1,1,0.236083984375,0.3564453125,0.02001953125,0.03125
test_279_5924_7,test,279_5924_jpg.rf.c13ffb0d61f2c34c3022e2d84907caaf.jpg,279,5924,7,1,0.849365234375,0.303466796875,0.02490234375,0.02197265625
test_280_4110_8,test,280_4110_jpg.rf.03068ef88806388be568969300ee0d5f.jpg,280,4110,8,1,0.431396484375,0.5546875,0.01416015625,0.0263671875
test_280_4290_8,test,280_4290_jpg.rf.7f536cdb0d3cebc1624aa55cfdb2d7d7.jpg,280,4290,8,1,0.22119140625,0.420166015625,0.0166015625,0.02587890625
test_280_4312_2,test,280_4312_jpg.rf.ba41f297603a7d339d3be0e6323fef92.jpg,280,4312,2,1,0.228271484375,0.291015625,0.01708984375,0.0244140625
test_280_4410_3,test,280_4410_jpg.rf.c9886f29fff74a8b204bbafa0a811d24.jpg,280,4410,3,1,0.250244140625,0.327392578125,0.01806640625,0.02587890625
test_281_7890_1,test,281_7890_jpg.rf.a50eccaadda523ba2d04f2c58e8e2704.jpg,281,7890,1,1,0.787841796875,0.7880859375,0.02685546875,0.029296875
test_281_7992_2,test,281_7992_jpg.rf.7a4c7f0e33bf15389ebbe5a0d7a495d2.jpg,281,7992,2,1,0.589111328125,0.717041015625,0.02490234375,0.02197265625
test_281_8051_4,test,281_8051_jpg.rf.95ca0243420db5d2115c54d2ac00de68.jpg,281,8051,4,1,0.65869140625,0.75244140625,0.0283203125,0.015625
test_281_8176_1,test,281_8176_jpg.rf.d04815418933ea6bfd6b98cc51eb1c04.jpg,281,8176,1,1,0.275390625,0.505859375,0.029296875,0.02734375
test_281_8181_0,test,281_8181_jpg.rf.6f4757b35731f05ea7b79bda58bc59e4.jpg,281,8181,0,1,0.272216796875,0.50537109375,0.02490234375,0.021484375
test_281_8190_3,test,281_8190_jpg.rf.2bb2baf9b0f60ecb3be470cb7ad4a663.jpg,281,8190,3,1,0.386474609375,0.6083984375,0.03271484375,0.0224609375
test_281_8191_3,test,281_8191_jpg.rf.2e29ac1f618d4737aeb68910b12f93c7.jpg,281,8191,3,1,0.385498046875,0.60791015625,0.03271484375,0.0224609375
test_282_8967_3,test,282_8967_jpg.rf.dd9f408fec759a3b26563e271bb70504.jpg,282,8967,3,1,0.55712890625,0.216552734375,0.025390625,0.01708984375
test_282_9330_0,test,282_9330_jpg.rf.79d8d256a7233e34f29d721a0086f6cf.jpg,282,9330,0,1,0.1103515625,0.52197265625,0.02734375,0.0185546875
test_282_9339_2,test,282_9339_jpg.rf.e71c35d47e441a923ee39258330c5e8a.jpg,282,9339,2,1,0.06689453125,0.70849609375,0.017578125,0.0244140625
test_282_9450_0,test,282_9450_jpg.rf.19b0f891fc3f129acf56fea3ea60e0d7.jpg,282,9450,0,1,0.077880859375,0.77734375,0.01806640625,0.02734375
test_283_1890_3,test,283_1890_jpg.rf.e5bc68e49b32c3eb4a5eee371c3a98b7.jpg,283,1890,3,1,0.74560546875,0.734375,0.0205078125,0.0322265625
test_283_2622_1,test,283_2622_jpg.rf.1dfae25aa01ba75ddac028564644335f.jpg,283,2622,1,1,0.6962890625,0.55908203125,0.01953125,0.0244140625
test_283_2640_1,test,283_2640_jpg.rf.e42770044a2b45dbb04daf819ac2a096.jpg,283,2640,1,1,0.71728515625,0.57373046875,0.017578125,0.0263671875
test_283_2692_3,test,283_2692_jpg.rf.ef6eb6d24191a13b55b7fa08df120395.jpg,283,2692,3,1,0.623046875,0.340087890625,0.0146484375,0.02490234375
test_283_5358_0,test,283_5358_jpg.rf.2cf42dc9d3d05e708dc772c3e920cfdc.jpg,283,5358,0,1,0.67236328125,0.61767578125,0.037109375,0.05078125
test_283_5520_2,test,283_5520_jpg.rf.2e61f6a6f05121969019d14ad14b0a36.jpg,283,5520,2,1,0.696533203125,0.357666015625,0.02099609375,0.02490234375
test_283_9766_3,test,283_9766_jpg.rf.ae1c1a3987ab3c0e93f986f2d3b4759d.jpg,283,9766,3,1,0.914794921875,0.9111328125,0.02197265625,0.025390625
test_284_2070_4,test,284_2070_jpg.rf.ae9e238628f0d9eee7f9d096ded08b46.jpg,284,2070,4,1,0.378662109375,0.7373046875,0.02099609375,0.0263671875
test_284_2084_4,test,284_2084_jpg.rf.04722c4ce39a6cd6d59b756d5bbf3be6.jpg,284,2084,4,1,0.379150390625,0.718505859375,0.02099609375,0.02685546875
test_284_2125_4,test,284_2125_jpg.rf.be864460ecc334a80f834ab14c40be58.jpg,284,2125,4,1,0.376953125,0.6611328125,0.015625,0.0244140625
test_284_2280_4,test,284_2280_jpg.rf.b1e78f2a6f4564e0edd8379010b1cbe2.jpg,284,2280,4,1,0.37255859375,0.4443359375,0.017578125,0.0322265625
test_284_2580_5,test,284_2580_jpg.rf.dee5c080d0ec5f5989312ef119e97b9d.jpg,284,2580,5,1,0.48388671875,0.620361328125,0.0244140625,0.01904296875
test_284_2682_1,test,284_2682_jpg.rf.319f25305462bead48ecc268c4b6b2fa.jpg,284,2682,1,1,0.593505859375,0.705078125,0.03076171875,0.021484375
test_284_4860_1,test,284_4860_jpg.rf.4ff2b87997b8ae2c2780dd0ae2f5a5ce.jpg,284,4860,1,1,0.7744140625,0.547607421875,0.0263671875,0.01611328125
test_284_5071_2,test,284_5071_jpg.rf.d2b67df2b797b7fb016b99771c16bcfc.jpg,284,5071,2,1,0.349365234375,0.62353515625,0.03857421875,0.04296875
test_284_5102_3,test,284_5102_jpg.rf.0c6e7338c549987eaade86a9fe4367ad.jpg,284,5102,3,1,0.8359375,0.330810546875,0.015625,0.02685546875
test_284_5138_4,test,284_5138_jpg.rf.4c8a826dd64fcf5193b48b7999002383.jpg,284,5138,4,1,0.792236328125,0.3037109375,0.01611328125,0.0263671875
test_284_5226_2,test,284_5226_jpg.rf.592e5f5a5e422a6840661c9863320669.jpg,284,5226,2,1,0.6875,0.237060546875,0.0146484375,0.02587890625
test_284_9374_3,test,284_9374_jpg.rf.57e5b48c25a7b7f70d2cb78cd1ddd004.jpg,284,9374,3,1,0.92431640625,0.564208984375,0.0400390625,0.03173828125
test_284_9530_6,test,284_9530_jpg.rf.7f800abbadfb73755339078c157673aa.jpg,284,9530,6,1,0.853271484375,0.788818359375,0.02587890625,0.01904296875
test_297_23295_0,test,297_23295_jpg.rf.bdd2f08458bcff1b95a668b0cac9719e.jpg,297,23295,0,2,0.723388671875,0.79248046875,0.02978515625,0.0302734375
test_297_23424_0,test,297_23424_jpg.rf.f0d418db43aedd830fb8506a6acfc627.jpg,297,23424,0,2,0.72705078125,0.56982421875,0.0283203125,0.03125
test_297_23550_0,test,297_23550_jpg.rf.c7b5164c6017456024ed3533264c1826.jpg,297,23550,0,2,0.74560546875,0.39404296875,0.05859375,0.0498046875
test_298_19890_0,test,298_19890_jpg.rf.f7141cd74f18d6033569cb9b452da6cd.jpg,298,19890,0,2,0.689208984375,0.177001953125,0.04345703125,0.03662109375
test_298_20070_0,test,298_20070_jpg.rf.db7555dd9fa22f01450df1a6946b9c02.jpg,298,20070,0,2,0.648681640625,0.436279296875,0.03857421875,0.03076171875
test_298_20070_1,test,298_20070_jpg.rf.db7555dd9fa22f01450df1a6946b9c02.jpg,298,20070,1,2,0.666748046875,0.530517578125,0.02587890625,0.02880859375
test_298_20147_0,test,298_20147_jpg.rf.698b9d3c1bc257bbb24f2277f54f8f63.jpg,298,20147,0,2,0.62939453125,0.54443359375,0.037109375,0.03125
test_298_20160_1,test,298_20160_jpg.rf.2302688d50ca7d6ca8cb168bf228af39.jpg,298,20160,1,2,0.645263671875,0.6533203125,0.02392578125,0.0283203125
test_298_20250_1,test,298_20250_jpg.rf.7baf1ad312194723c26dd907450faeaf.jpg,298,20250,1,2,0.6279296875,0.77490234375,0.0244140625,0.02734375
test_298_20307_0,test,298_20307_jpg.rf.fb99351e3abc7507633fa60443b565a6.jpg,298,20307,0,2,0.596923828125,0.758056640625,0.03564453125,0.02587890625
test_299_4590_0,test,299_4590_jpg.rf.46827289f731beb78786741b8992a4e0.jpg,299,4590,0,2,0.5555029296875,0.4287109375,0.0341796875,0.033203125
test_299_4620_0,test,299_4620_jpg.rf.cceab4f8e8c6ab8fa83885bbcf39757f.jpg,299,4620,0,2,0.59912109375,0.4309912109375,0.033203125,0.03515625
test_299_4650_0,test,299_4650_jpg.rf.a4cae7a1b6309ca813af8e565a8985b8.jpg,299,4650,0,2,0.6461572265625,0.4364404296875,0.033203125,0.03466796875
test_299_4740_0,test,299_4740_jpg.rf.794458f743cff7949b90d71d99b41e33.jpg,299,4740,0,2,0.77392578125,0.43408203125,0.033203125,0.033203125
test_299_4770_0,test,299_4770_jpg.rf.cb009992eb6e02286ec916958b252fe3.jpg,299,4770,0,2,0.8212060546875,0.4363623046875,0.03369140625,0.033203125
test_299_4789_0,test,299_4789_jpg.rf.3e314d1537f24b5b95787994f4ac49e6.jpg,299,4789,0,2,0.84814453125,0.4427880859375,0.033203125,0.03369140625
test_299_4860_0,test,299_4860_jpg.rf.48d47573d66c9ec6fd229d5f104ef09f.jpg,299,4860,0,2,0.963134765625,0.4439306640625,0.03564453125,0.03369140625
test_300_25020_2,test,300_25020_jpg.rf.51af92f542bd6638b66ca9cbc59a53a2.jpg,300,25020,2,2,0.464599609375,0.102783203125,0.04052734375,0.03369140625
test_300_25050_2,test,300_25050_jpg.rf.ec8a8f231df141b31005f6839a2df327.jpg,300,25050,2,2,0.505615234375,0.111572265625,0.04052734375,0.04443359375
test_303_1028_0,test,303_1028_jpg.rf.7d882bcc31736bb661e35b1e43ccc4ab.jpg,303,1028,0,2,0.501953125,0.81640625,0.0234375,0.0244140625
test_303_1028_1,test,303_1028_jpg.rf.7d882bcc31736bb661e35b1e43ccc4ab.jpg,303,1028,1,2,0.557861328125,0.830810546875,0.02880859375,0.02001953125
test_303_1080_0,test,303_1080_jpg.rf.aacb59686635a1f7a7c90441a601ee0b.jpg,303,1080,0,2,0.430908203125,0.80322265625,0.02587890625,0.025390625
test_303_1198_1,test,303_1198_jpg.rf.79ebef69d570eaf3eaf1f228e7b030bc.jpg,303,1198,1,2,0.328125,0.791015625,0.033203125,0.0283203125
test_303_1198_2,test,303_1198_jpg.rf.79ebef69d570eaf3eaf1f228e7b030bc.jpg,303,1198,2,2,0.339111328125,0.857177734375,0.03271484375,0.02685546875
test_307_13950_0,test,307_13950_jpg.rf.95df9cd50aa59f3b325270a361cceecc.jpg,307,13950,0,2,0.299560546875,0.509521484375,0.04736328125,0.04052734375
test_308_4680_0,test,308_4680_jpg.rf.b5ea41d7208b259a320802161ea9aa4b.jpg,308,4680,0,2,0.5107421875,0.186767578125,0.0400390625,0.04150390625
test_308_4724_0,test,308_4724_jpg.rf.d9c3969bd5612b95ae0320761b09348c.jpg,308,4724,0,2,0.622314453125,0.159423828125,0.04345703125,0.03857421875
test_308_7890_0,test,308_7890_jpg.rf.05995adc21faec45d4da154e47c65dc0.jpg,308,7890,0,2,0.447021484375,0.32763671875,0.03173828125,0.03125
test_308_7939_0,test,308_7939_jpg.rf.fc7e0131e14d0f8558eb0c7b1918e760.jpg,308,7939,0,2,0.4482421875,0.24560546875,0.0302734375,0.029296875
test_308_7950_0,test,308_7950_jpg.rf.9b64dba6e81c559009958ee8fbc18e8e.jpg,308,7950,0,2,0.448486328125,0.228271484375,0.02978515625,0.02978515625
test_308_8090_1,test,308_8090_jpg.rf.101eb21bbf8a2036c64f49ddf29f1fbb.jpg,308,8090,1,2,0.481689453125,0.888671875,0.03857421875,0.0322265625
test_308_8130_1,test,308_8130_jpg.rf.eda5599542f2295783d3da0c30e06c3c.jpg,308,8130,1,2,0.48291015625,0.823486328125,0.0390625,0.03369140625
test_308_8330_0,test,308_8330_jpg.rf.13be6029bd1cae6d7e842684bbf7ee51.jpg,308,8330,0,2,0.490478515625,0.49658203125,0.03857421875,0.03515625
test_308_8350_0,test,308_8350_jpg.rf.c5523103574156cbd3ca0af917a4c031.jpg,308,8350,0,2,0.4912109375,0.46435546875,0.0390625,0.0341796875
test_308_8440_0,test,308_8440_jpg.rf.0fae2c28065d76ea58976fc820eca30c.jpg,308,8440,0,2,0.494873046875,0.3154296875,0.03857421875,0.0341796875
